recipe_name,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Moelleux au chocolat,Pasqaline,20 min,20 min,40 min,0 min,6 personnes,"['300 g de chocolat dessert noir', '150 g de sucre en poudre', '150 g de farine', '75 g de beurre', '4  œufs', '0.5 sachet de levure chimique', '100 ml de lait', '3 c.s. de rhum']"
Moelleux chocolat noisette,kat35,10 min,30 min,40 min,0 min,6 personnes,"['120 g de beurre', '225 g de chocolat pâtissier', '200 g de sucre', '75 g de farine', '45 g de poudre de noisettes', '0.5 sachet de levure', '1 pincée de sel', ""6  blancs d'œufs""]"
Compote pomme cannelle,Monny B,2 h 35,40 min,5 h 15,2 h,3 pots,"['3  pommes Granny ou Golden', '13 g de fécule de pommes de terre', '80 g de sucre', '1 pincée de cannelle']"
Crêpes,Céline Bernard,5 min,30 min,1 h 35,1 h,15 crêpes,"['250 g de farine', '3  œufs', '0.5 L de lait', '1 c.c. de sucre', ""1 c.s. d'huile de tournesol""]"
Crêpe épaisse aux pommes,fab gillard,15 min,5 min,50 min,30 min,8 crêpes,"['100 g de farine de riz', '20 g de farine de sarrasin', '100 g de fécule de maïs (Maïzena®)', '3  œufs', '20 g de beurre demi-sel', '450 ml de lait', '2  pommes', '50 g cassonade', '1 noix de beurre']"
Tarte meringuée au citron,Marcel Mattiussi,15 min,40 min,55 min,0 min,6 personnes,"['200 g de farine', '100 g de beurre', '1 pincée de sel', ""60 ml d'eau"", ""5  blancs d'œufs"", '1 pincée de sel', '40 g de sucre', '25 g de sucre glace', '400 ml de lait', ""5  jaunes d'œufs"", '60 g de fécule de maïs (Maïzena®)', '75 g de sucre', '1  citron non traité']"
"Petits dés chocolat, orange et fruits secs",thefloshow,10 min,0 min,1 h 10,1 h,4 personnes,"['100 g de chocolat blanc pâtissier', ""120 g d'amandes entières décortiquées"", '50  dattes dénoyautées', '1  orange', '15 ml de jus d’orange', '1 c.s. de noix de coco râpée']"
Galette Comtoise,Céline JACQUOT,15 min,30 min,45 min,0 min,8 personnes,"['150 g de farine', '80 g de beurre', '60 g de sucre', '250 ml de lait', '3  œufs', ""1  jaune d'œuf"", ""1 c.s. de fleur d'oranger""]"
Crème anglaise au café,thefloshow,5 min,0 min,17 min,12 min,6 personnes,"[""6  jaunes d'œufs"", '80 g de cassonade', ""2 c.s. d'émulsion ou d'extrait de café"", '0.5 sachet de sucre vanillé', '500 ml de lait', '1 c.s. de fécule de maïs (Maïzena®)']"
Truffes au chocolat,david,30 min,0 min,2 h,1 h 30,6 personnes,"['200 g de chocolat noir', '100 g de beurre', '30 ml de lait', ""2  jaunes d'œufs"", '50 g de sucre', '10 ml de rhum', ""10 ml de fleur d'oranger"", '1 c.s. de cacao non sucré']"
Caramel au beurre salé,kat35,5 min,11 min,2 h 16,2 h,1 pot,"['30 g de beurre salé', ""70 g d'eau"", '100 g de cassonade', '100 g de crème liquide']"
Muffins moelleux aux myrtilles,Aurélie Lilou,15 min,15 min,30 min,0 min,18 pièces,"['4 c.c. de beurre doux mou', '2 c.s. de farine', '4 c.s. de cassonade', '350 g de farine', '1 sachet de levure chimique', '150 g de sucre', '200 ml de crème liquide', '1  œuf', '200 g de myrtilles', '50 g de chocolat blanc']"
Choux à la crème pâtissière vanille,Khusanagi,20 min,30 min,1 h 20,30 min,12 pièces,"['75 g de beurre', '150 g de farine', '30 g de sucre', '1 pincée de sel', '3  œufs', ""200 ml d'eau"", '500 ml de lait', '20 g de beurre', ""6  jaune d'œufs"", '20 g de farine', '30 g de fécule de maïs (Maïzena®)', '100 g de sucre', '2  gousses de vanille']"
Bugnes Moelleuses,CELINE,4 min,0 min,24 h 4,24 h,40 pièces,"['1 sachet de levure', '1 sachet de sucre vanillé', ""40 ml d'eau"", '150 ml de lait', '3 c.s. de sucre', '60 g de beurre coupé en petits morceaux', '3  œufs', '500 g de farine']"
Bûche aux Profiteroles,Fab Gillard,1 h,1 h,2 h,0 min,8 personnes,"['3  œufs', '125 g de sucre', '0.5 sachet de levure chimique', '125 g de farine', '2  œufs', ""3  jaunes d'œufs"", '100 g de sucre', '50 g de farine', '0.5 L de lait', '10 ml de vanille', '75 g de beurre', ""200 ml d'eau"", '150 g de farine', '30 g de sucre', '1 pincée de sel', '4  œufs', '2 boules de glace vanille', '15 g de chocolat noir']"
Pudding,Emilie cuisine papote,15 min,45 min,1 h 30,30 min,6 personnes,"['350 g de vieux pain ou brioche', '200 g de cassonade', '250 g de raisins secs', '4  œufs', '30 g de rhum', '1 L de lait', '100 g de beurre']"
Mojito glacé,Samy CHAINE,15 min,30 min,4 h 45,4 h,8 personnes,"['1 L de lait entier', ""200 g de jaune d'œuf"", '100 g de sucre en poudre', '150 g de cassonade', '100 ml de rhum blanc', '3 brins de menthe', '3  citrons verts', '500 g de crème fraîche entière']"
Crème Dessert Chocolat,Katie,3 min,12 min,15 min,0 min,8 personnes,"['150 g de chocolat noir dessert', '3  œufs', '800 ml de lait entier', '20 g de fécule de maïs (Maïzena®)', '40 g de sucre en poudre']"
Riz au lait chocolat blanc,séve,10 min,43 min,53 min,0 min,8 personnes,"['130 g de riz spécial dessert', '80 g de sucre en poudre', '1  œuf entier', '1 L de lait entier ou demi-écrémé', '150 g de chocolat blanc dessert', '70 ml de crème liquide', '0.5 c.c. de poudre de vanille']"
Trifles aux fraises,Lili Cube,20 min,0 min,4 h 20,4 h,6 personnes,"['500 g de fraises', '250 g de mascarpone', '3  œufs', '80 g de sucre glace', '10  biscuits palets bretons', '1 pincée de sel']"
Prince maison chocolat-noisette,Magimix,20 min,15 min,2 h 35,2 h,15 pièces,"['100 g de chocolat au lait pâtissier', '100 ml de crème liquide', '40 g de poudre de noisettes', '200 g de farine', '140 g de beurre demi-sel mou', '100 g de sucre glace', '1  œuf', ""30 g de poudre d'amandes""]"
Gâteau renversé aux poires,Magimix,15 min,1 h,1 h 15,0 min,10 personnes,"['320 g de beurre', '300 g de sucre blond', '4  œufs', '240 g de farine', '1 sachet de levure chimique', '5 c.c. de gingembre confit', '3  poires']"
Petits beurres nantais,Magimix,10 min,15 min,2 h 25,2 h,24 pièces,"['100 g de sucre', '50 g de beurre', '50 g de beurre salé', ""50 ml d'eau"", '250 g de farine', '1 c.c. de levure chimique']"
Sablés à la confiture,Magimix,20 min,15 min,1 h 35,1 h,20 pièces,"['170 g de beurre', '80 g de sucre glace', ""2  jaunes d'œufs"", '0.5 sachet de sucre vanillé', '300 g de farine', '35 g de fécule de maïs (Maïzena®)', '1 c.c. de levure chimique', '2 c.s. de sucre glace', '150 g de confiture de fraises']"
Gâteau aux pommes & au thym,Magimix,10 min,1 h 20,1 h 30,0 min,12 personnes,"['200 g de beurre', '250 g de sucre blond', '3  œufs', '220 g de farine', '0.5 sachet de levure chimique', '150 g de crème fraîche épaisse', '3 c.s. de feuilles de thym', '3  pommes Pink Lady®']"
Rainbow cake,Magimix,30 min,1 h,4 h 30,3 h,8 personnes,"['200 g de beurre', '185 g de sucre', '400 g de farine', '6  œufs', '1 sachet de levure chimique', '250 ml de lait', '5 ml de colorant rouge', '5 ml de colorant vert', '5 ml de colorant rose', '5 ml de colorant orange', '0.5 L de crème liquide entière bien froide', '250 g de mascarpone bien froid', '100 g de sucre glace', '1  gousse de vanille']"
Biscuits Granola® maison,Magimix,15 min,20 min,1 h 35,1 h,20 pièces,"['125 g de farine T55', '60 g de cassonade', '1 c.c. de levure chimique', '0.5 c.c. de sel', '75 g de beurre', ""5 c.s. d'eau froide"", '150 g de chocolat noir', '80 g de farine complète']"
Quatre-quarts,Magimix,10 min,1 h,1 h 10,0 min,10 personnes,"['225 g de beurre', '225 g de sucre', '4  œufs', ""1 c.c. d'extrait de vanille"", '220 g de farine', '1 sachet de levure chimique', '0.5 c.c. de sel']"
Glaçage au chocolat,Magimix,5 min,3 min,8 min,0 min,1 bol,"['100 g de chocolat noir', '80 g de sucre', ""50 ml d'eau""]"
Fondant au chocolat léger,Magimix,15 min,7 min,42 min,20 min,4 personnes,"['30 g de beurre demi-sel', '150 g de chocolat noir', '80 g de sucre', '3  œufs', '30 g de farine', '20 g de cacao']"
Chouchous,Magimix,5 min,30 min,35 min,0 min,4 personnes,"['100 g de noisettes', ""100 ml d'eau"", '75 g de sucre', '25 g de sucre vanillé']"
Croustade des Pyrénées,Magimix,10 min,50 min,1 h,0 min,6 personnes,"['125 ml de lait', '120 g de beurre', '250 g de farine', '250 g de sucre', '1 sachet de sucre vanillé', '3  œufs', '1 c.s. de rhum ambré', '1 c.s. de pastis', '1 sachet de levure chimique', '1 pincée de sel', '1 c.s. de sucre glace']"
Thé matcha & chocolat blanc,Magimix,10 min,45 min,55 min,0 min,12 personnes,"['3  œufs', '120 g de chocolat blanc', '70 g de beurre', '70 g de sucre', '350 ml de lait', '2 c.c. de poudre de thé vert matcha', '50 g de farine', '0.5 sachet de levure chimique', '1 pincée de sel']"
Thé matcha & chocolat blanc,Magimix,10 min,45 min,55 min,0 min,12 personnes,"['3  œufs', '120 g de chocolat blanc', '70 g de beurre', '70 g de sucre', '350 ml de lait', '2 c.c. de poudre de thé vert matcha', '50 g de farine', '0.5 sachet de levure chimique', '1 pincée de sel']"
Boules dattes-coco,Magimix,15 min,0 min,15 min,0 min,20 pièces,"['400 g de dattes dénoyautées', '170 g de noix de coco râpée', '4 c.c. de cacao amer']"
Streusel aux pommes et aux mûres,Magimix,15 min,1 h,1 h 15,0 min,8 personnes,"['225 g de beurre', '125 g de noix en poudre', '200 g de sucre', '270 g de farine', '1 sachet de levure chimique', '3  pommes Granny Smith', '200 g de mûres']"
"Muffins pomme, épeautre et noisettes",Magimix,10 min,25 min,45 min,10 min,6 pièces,"[""100 g de farine d'épeautre"", '50 g de noisettes', '2  pommes', ""150 ml de lait d'amandes"", '75 g de cassonade', ""50 g d'huile de coco fondue"", ""25 g de flocons d'avoine"", '1 c.c. de cannelle', '0.5 sachet de levure chimique', '0.5 c.c. de bicarbonate de soude', '20 g de graines de lin', '100 g de compote de pommes']"
Sablés à la chicorée,Magimix,15 min,20 min,35 min,0 min,20 pièces,"[""2  jaunes d'œufs"", '3 c.s. de chicorée liquide', '200 g de beurre', '100 g de sucre glace', '300 g de farine']"
Gâteau colibri,Magimix,15 min,55 min,1 h 10,0 min,10 personnes,"['3  œufs', '200 g de noix de pécan', ""100 g d'ananas"", ""225 ml d'huile de tournesol"", '220 g de farine', '0.5 sachet de levure chimique', '225 g de cassonade', '1 c.c. de bicarbonate de soude', '2  bananes']"
Gâteau moelleux banane-coco,Magimix,10 min,1 h 10,1 h 20,0 min,10 personnes,"['3  œufs', '230 g de cassonade', '220 g de farine', '0.5 sachet de levure chimique', '1 c.c. de bicarbonate de soude', '100 g de noix hachées', '1  carotte râpée', '2  bananes en rondelles', ""225 g d'huile de coco"", '2 c.s. de glaçage à la vanille']"
Gâteau au gingembre,Magimix,10 min,1 h 10,1 h 20,0 min,8 personnes,"['225 g de beurre', '240 g de farine', '1 sachet de levure chimique', '50 g de semoule de maïs fine', '180 g de sucre blond', '110 g de crème fraîche épaisse', '2  œufs', '100 g de gingembre râpé']"
Gâteau aux pêches,Magimix,10 min,1 h 10,1 h 20,0 min,10 personnes,"['175 g de beurre', ""75 g de poudre d'amandes"", '175 g de sucre blond', '110 g de farine', '0.5 sachet de levure chimique', ""1 c.c. d'extrait de vanille"", '3  œufs', '300 g de pêches au sirop']"
Madeira cake,Magimix,10 min,1 h,1 h 10,0 min,10 personnes,"['170 g de beurre', ""75 g de poudre d'amandes"", '110 g de farine', '1 sachet de levure chimique', '170 g de sucre', '3  œufs', '1  citron jaune', '1 c.s. de sirop de citron (facultatif)']"
Palets bretons,Magimix,10 min,15 min,1 h 25,1 h,12 pièces,"[""3  jaunes d'œufs"", '100 g de sucre', '100 g de beurre demi-sel', '200 g de farine', '0.5 sachet de levure chimique']"
Petits rochers aux amandes,Magimix,10 min,12 min,22 min,0 min,10 pièces,"['75 g de noix de coco râpée', ""75 g d'amandes en poudre"", '50 g de cassonade', ""80 ml de lait d'amandes""]"
Cannelés de Bordeaux,Magimix,20 min,1 h 10,13 h 30,12 h,10 pièces,"['500 ml de lait', '25 g de beurre', '50 ml de rhum ambré', ""1 c.s. d'extrait de vanille"", '1  gousse de vanille', '1  œuf', ""2  jaunes d'œufs"", '200 g de sucre', '80 g de cassonade', '140 g de farine', '1 pincée de sel']"
Gâteau renversé à l'ananas,Magimix,10 min,50 min,1 h,0 min,6 personnes,"['250 g de beurre', '250 g de sucre brun', '3  œufs', ""1 c.c. d'extrait de vanille"", '170 g de farine', '0.5 sachet de levure chimique', ""9 tranches d'ananas""]"
Fondant Chocolat Noir,Magimix,15 min,13 min,28 min,0 min,4 personnes,"['60 g de farine', '1 pincée de fleur de sel', '115 g de beurre', '4  œufs', '125 g de sucre', '200 g de chocolat noir pâtissier', '150 ml de purée de fruit de la passion', '60 g de mangue', '0.5  de banane', '20 g de sucre', '1 c.c. de pectine', '0.5  citron vert']"
Fondant Chocolat Noir,Magimix,15 min,13 min,28 min,0 min,4 personnes,"['60 g de farine', '1 pincée de fleur de sel', '115 g de beurre', '4  œufs', '125 g de sucre', '200 g de chocolat noir pâtissier', '150 ml de purée de fruit de la passion', '60 g de mangue', '0.5  banane', '20 g de sucre', '1 c.c. de pectine', '0.5  citron vert']"
Moelleux chocolat et betterave,Magimix,20 min,1 h 15,1 h 35,0 min,4 personnes,"['3  œufs', '90 g de sucre', '1  betterave cuite', '200 g de chocolat noir', '40 g de beurre', '80 g de farine T55', '1 sachet de levure chimique', '0.5 c.c. de sel']"
Moelleux chocolat et betterave,Magimix,20 min,1 h 15,1 h 35,0 min,4 personnes,"['3  œufs', '90 g de sucre', '1  betterave cuite', '200 g de chocolat noir', '40 g de beurre', '80 g de farine T55', '1 sachet de levure chimique', '0.5 c.c. de sel']"
Sucettes glacées au Nutella®,Magimix,5 min,0 min,2 h 5,2 h,4 personnes,"['300 ml de lait de coco', '150 g de Nutella®']"
Crème glacée aux fraises Tagada®,Magimix,10 min,2 min,12 min,0 min,4 personnes,"['150 ml de crème liquide', '200 g de fraises Tagada®', '300 g de yaourt', '1  banane', ""1  blanc d'œuf""]"
Glace aux baies,Magimix,5 min,0 min,5 min,0 min,10 personnes,"['120 g de dattes fraîches', '500 g de fruits rouges surgelés', '240 ml de crème de coco']"
Glace myrtilles chocolat,Magimix,15 min,0 min,12 h 15,12 h,4 personnes,"['50 g de chocolat râpé', '400 g de myrtilles surgelées', '50 g de miel', '0.5  orange', ""1  blanc d'œuf""]"
Cornets de glace pilée au sirop,Magimix,5 min,0 min,5 min,0 min,2 personnes,"['100 g de glaçons', '4 c.s. de sirop de fruit']"
Pot au feu,Magimix,10 min,1 h 40,1 h 50,0 min,6 personnes,"['1  carotte', '1 branche de céleri branche', '1  ougnon', '1 feuille de laurier', '2  clous de girofle', '400 g de bœuf pour pot-au-feu', '400 g de veau pour pot-au-feu', '1  cuisse de poulet', '1  aile de poulet', ""1.5 L d'eau""]"
Pains au lait chocolat (Pétrin XL),Magimix,15 min,15 min,30 min,0 min,8 pains,"['100 ml de lait', '2 sachets de levure de boulanger', '2  œufs', ""2  jaunes d'œufs"", '200 g de yaourt', '600 g de farine', '60 g de sucre en poudre', '1 c.c. de sel', '100 g de pépites de chocolat', ""2  jaunes d'œufs"", '2 c.s. de lait']"
Yaourts faciles,Magimix,25 min,0 min,12 h 25,12 h,5 pots,"['850 ml de lait entier', '125 g de yaourt']"
"Porridge salé, épinards et chèvre",Magimix,10 min,35 min,45 min,0 min,4 personnes,"[""300 g de gros flocons d'avoine"", ""1  gousse d'ail"", '1 pincée de poivre', '0.5 c.c. de noix de muscade', '1 pincée de sel', '30 g de parmesan', '200 g de chèvre frais', ""1 c.s. d'huile d'olive"", ""450 ml d'eau"", '350 ml de lait', '2  oignons nouveaux', ""150 g de jeunes pousses d'épinard"", '1  cube de bouillon de légumes', '1  oignon', '4  œufs']"
Gratin crozets jambon cancoillotte,Magimix,20 min,40 min,1 h,0 min,6 personnes,"['2  oignons nouveaux', '2  carottes', ""1 c.s. d'huile d'olive"", '400 g de crozets', '250 g de cancoillotte', ""200 g d'allumettes de jambon"", '1 c.s. de persil frais haché', '60 g de gruyère râpé', '1 pincée de sel', '1 pincée de poivre']"
Quenelles lyonnaises,Magimix,5 min,55 min,1 h 30,30 min,6 personnes,"['100 g de beurre', '220 g de farine', '100 g de gruyère râpé', '2  œufs', '1 pincée de noix de muscade', '1  oignon', ""1  gousse d'ail"", ""2 c.s. d'huile d'olive"", '400 g de pulpe de tomates', ""2 c.c. d'herbes de Provence"", '4 feuilles de sauge', '2 feuilles de laurier', '1 c.s. de crème fraîche', '1 pincée de sel', '1 pincée de poivre']"
Raviolis,Magimix,15 min,2 h 15,2 h 30,0 min,6 personnes,"['75 ml de vin rouge', '400 g de viande de bœuf à braiser', '200 g de côte de veau', '1 c.s. de chapelure (facultatif)', ""1  gousse d'ail"", '2  clous de girofle', '1 feuille de laurier', '2 feuilles de sauge', '1 pincée de sel', '1 pincée de poivre', '100 g de parmesan', ""1 c.s. d'huile d'olive vierge extra"", '0.5  carotte', '0.5  oignon', '1 branche de céleri branche', '1  œuf', '200 g de côte de porc', '100 g de jambon de parme', '400 g de farine T45', '4  œufs', ""1 c.s. d'huile d'olive vierge extra (si nécessaire)"", '1 pincée de sel']"
Pâtes aux œufs,Magimix,10 min,5 min,45 min,30 min,6 personnes,"['400 g de farine T45', '1 pincée de sel', ""1 c.s. d'huile d'olive vierge extra (si nécessaire)"", '4  œufs']"
"Raviolis épinards, ricotta et noix",Magimix,30 min,6 min,36 min,0 min,4 personnes,"[""700 g d'épinards"", '250 g de ricotta', '80 g de noix', ""1 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre', '50 g de parmesan râpé', '50 g de pignons de pin', '5 feuilles de basilic', '20 feuilles de pâte à raviolis chinois']"
Späetzle e Späetzle au fromage,Magimix,30 min,40 min,1 h 10,0 min,4 personnes,"['500 g de farine de blé', '1 pincée de noix de muscade', '1 c.s. de sel', ""350 g d'emmental râpé"", '40 ml d’huile de colza', ""100 ml d'eau"", '400 g d’oignons', '6  œufs']"
Tagliatelles aux épinards,Magimix,30 min,5 min,35 min,0 min,4 personnes,"['300 g de farine', '1 pincée de sel', '2 c.s. d’huile d’olive', '2 c.s. d’eau', '100 g d’épinards', '2  œufs']"
"Lasagnes brocciu, épinards, blettes",Magimix,20 min,1 h,1 h 20,0 min,4 personnes,"[""2  gousses d'ail"", '300 g de feuilles de blettes', '1  oignon', ""1 c.s. d'huile d'olive"", '400 g de pulpe de tomates', '1 c.c. de concentré de tomates', '1 c.c. de sucre', '2 c.c. de thym', '400 g de brocciu', '2  œufs', '9  feuilles de lasagnes', '100 g de parmesan râpé', ""300 g de feuilles d'épinards""]"
Gratin de pâtes aux légumes,Magimix,15 min,45 min,1 h,0 min,4 personnes,"['100 g de pâtes', '0.5  courgette', '1  tomate', '1  poivron rouge', '120 g de blancs de poulet', '1 pincée de sel', '1 pincée de poivre', '60 g de fromage à tartiner (kiri)', '100 ml de crème fraîche liquide']"
Riz à la vapeur (panier vapeur XXL),Magimix,5 min,20 min,25 min,0 min,4 personnes,['300 g de riz']
"Risotto pâtes, courgettes et haddock",Magimix,10 min,1 h 20,1 h 30,0 min,4 personnes,"[""1 c.s. d'huile d'olive"", '2  petits oignons', '400 g de petites pâtes', '2  courgettes', '100 ml de vin blanc', '1  cube de bouillon de légumes', '100 g de parmesan', '0.5  citron jaune', '100 g de haddock fumé', '2 c.s. de pignons de pin', '1 c.s. de cerfeuil']"
Crêpes au sarrasin,Magimix,5 min,5 min,1 h 10,1 h,15 crêpes,"['1  œuf', '2 c.c. de fleur de sel', '300 g de farine de sarrasin', '50 g de farine de blé complet']"
Crêpes au sarrasin,Magimix,5 min,5 min,1 h 10,1 h,15 crêpes,"['1  oeuf', '2 c.c. de fleur de sel', '300 g de farine de sarrasin', '50 g de farine de blé complet']"
